Freq [GHz],"re(St(M4_p_T1,M4_p_T1)) []","im(St(M4_p_T1,M4_p_T1)) []","re(St(M4_p_T1,M4_n_T1)) []","im(St(M4_p_T1,M4_n_T1)) []","re(St(M4_p_T1,M3_p_T1)) []","im(St(M4_p_T1,M3_p_T1)) []","re(St(M4_p_T1,M3_n_T1)) []","im(St(M4_p_T1,M3_n_T1)) []","re(St(M4_n_T1,M4_p_T1)) []","im(St(M4_n_T1,M4_p_T1)) []","re(St(M4_n_T1,M4_n_T1)) []","im(St(M4_n_T1,M4_n_T1)) []","re(St(M4_n_T1,M3_p_T1)) []","im(St(M4_n_T1,M3_p_T1)) []","re(St(M4_n_T1,M3_n_T1)) []","im(St(M4_n_T1,M3_n_T1)) []","re(St(M3_p_T1,M4_p_T1)) []","im(St(M3_p_T1,M4_p_T1)) []","re(St(M3_p_T1,M4_n_T1)) []","im(St(M3_p_T1,M4_n_T1)) []","re(St(M3_p_T1,M3_p_T1)) []","im(St(M3_p_T1,M3_p_T1)) []","re(St(M3_p_T1,M3_n_T1)) []","im(St(M3_p_T1,M3_n_T1)) []","re(St(M3_n_T1,M4_p_T1)) []","im(St(M3_n_T1,M4_p_T1)) []","re(St(M3_n_T1,M4_n_T1)) []","im(St(M3_n_T1,M4_n_T1)) []","re(St(M3_n_T1,M3_p_T1)) []","im(St(M3_n_T1,M3_p_T1)) []","re(St(M3_n_T1,M3_n_T1)) []","im(St(M3_n_T1,M3_n_T1)) []"
177,0.164116726397218,0.441605951302357,0.158010482917766,-0.373118809655058,-0.009171554848922,-0.333072700003083,0.501706819612579,-0.365212443936207,0.158010482917766,-0.373118809655058,0.16081134026087,0.443321647732283,0.50081217785542,-0.363999527031887,-0.004377140930231,-0.333958366633433,-0.009171554848922,-0.333072700003083,0.50081217785542,-0.363999527031887,0.194633751025962,0.479175342416974,0.064126939147707,-0.318522958276422,0.501706819612579,-0.365212443936207,-0.004377140930231,-0.333958366633432,0.064126939147707,-0.318522958276422,0.189331304338793,0.477759930021199
178,0.170249296708694,0.440733440498854,0.156978727621544,-0.371988504485212,-0.014628842305722,-0.332121405620008,0.498661653619572,-0.369286648954833,0.156978727621544,-0.371988504485212,0.166962603843401,0.442509170217752,0.497776769187882,-0.368046259614916,-0.009840685648462,-0.333078655856463,-0.014628842305722,-0.332121405620008,0.497776769187882,-0.368046259614916,0.202019765554352,0.477437125406868,0.063420477596283,-0.316912680537912,0.498661653619572,-0.369286648954833,-0.009840685648463,-0.333078655856462,0.063420477596283,-0.316912680537912,0.196716253289253,0.476081721215874
179,0.176336619980915,0.439760986010587,0.155936258425108,-0.370882261257859,-0.020035841129518,-0.331073183407238,0.495614130402469,-0.373315382388512,0.155936258425108,-0.370882261257859,0.173069705741893,0.44159622747406,0.494739524137859,-0.372047568488531,-0.015255132015449,-0.33210154189039,-0.020035841129518,-0.331073183407238,0.494739524137859,-0.372047568488531,0.209343172250997,0.475576274888793,0.062695815317723,-0.315328106745818,0.495614130402469,-0.373315382388512,-0.015255132015449,-0.332101541890389,0.062695815317723,-0.315328106745818,0.204039720199066,0.474280163180154
180,0.18237740668596,0.438690531861262,0.154882673850261,-0.369798521041195,-0.025391305155074,-0.329930217075544,0.492564653854388,-0.37730033684784,0.154882673850261,-0.369798521041195,0.179131336263771,0.440584748352423,0.491700845038417,-0.376005154451602,-0.020619208094535,-0.331029193512791,-0.025391305155074,-0.329930217075544,0.491700845038417,-0.376005154451602,0.216602466625071,0.473595226790841,0.061952703420839,-0.313767166583941,0.492564653854388,-0.37730033684784,-0.020619208094535,-0.331029193512791,0.061952703420839,-0.313767166583941,0.21130016301988,0.472357677435571
181,0.188370434252108,0.437524001803526,0.153817637425648,-0.368735755757164,-0.030694061779321,-0.328694664599343,0.489513555780023,-0.381243166831083,0.153817637425648,-0.368735755757164,0.185146252854706,0.439476642135369,0.488661062088913,-0.379920680078711,-0.02593171582786,-0.32986375474241,-0.030694061779321,-0.328694664599343,0.488661062088913,-0.379920680078711,0.223796222831474,0.471496387135302,0.061190973785825,-0.31222783549095,0.489513555780023,-0.381243166831083,-0.02593171582786,-0.32986375474241,0.061190973785825,-0.31222783549095,0.218496118798984,0.470316656959481
182,0.194314544086111,0.436263298190671,0.152740874589914,-0.367692469373517,-0.035943008608735,-0.327368657094722,0.486461099406372,-0.385145487477324,0.152740874589915,-0.367692469373517,0.191113277133746,0.438273797376771,0.485620436869518,-0.38379576847917,-0.031191527703134,-0.328607343674652,-0.035943008608735,-0.327368657094722,0.485620436869518,-0.38379576847917,0.230923089877853,0.469282130974055,0.060410535105635,-0.310708135938071,0.486461099406372,-0.385145487477324,-0.031191527703134,-0.328607343674652,0.060410535105635,-0.310708135938071,0.225626199913241,0.468159465065323
183,0.200208638677253,0.434910301005619,0.151652169673663,-0.366667198936947,-0.041137110205382,-0.325954297869055,0.48340748280055,-0.389008873493129,0.151652169673663,-0.366667198936947,0.197031292008485,0.436978080899977,0.482579165762392,-0.387632002229465,-0.036397583516752,-0.327262051489659,-0.041137110205382,-0.325954297869055,0.482579165762392,-0.387632002229465,0.237981787948993,0.466954801512399,0.059611369037648,-0.309206138517038,0.48340748280055,-0.389008873493129,-0.036397583516752,-0.327262051489659,0.059611369037648,-0.309206138517038,0.232689090417362,0.465888434472584
184,0.20605167878603,0.433466867036393,0.150551362963108,-0.365658515458072,-0.046275394934305,-0.324453661629969,0.480352842191926,-0.392834858240644,0.150551362963109,-0.365658515458071,0.202899238873207,0.435591336943262,0.479537383276769,-0.391430922467048,-0.041548887236089,-0.325829941620784,-0.046275394934305,-0.324453661629969,0.479537383276769,-0.391430922467048,0.244971104851126,0.46451670940758,0.058793526468263,-0.307719962851881,0.480352842191926,-0.392834858240644,-0.041548887236089,-0.325829941620784,0.058793526468263,-0.307719962851881,0.239683542509287,0.463505866552797
185,0.211842680719619,0.431934829187685,0.149438347847686,-0.364665024658586,-0.051356951914217,-0.322868793841961,0.477297255196535,-0.396624932975582,0.149438347847687,-0.364665024658586,0.208716114892298,0.434115386442259,0.476495165275922,-0.395194028133911,-0.046644503963076,-0.324313049071795,-0.051356951914217,-0.322868793841961,0.476495165275922,-0.395194028133911,0.251889892577935,0.461970132228934,0.05795712389224,-0.306247778347571,0.477297255196535,-0.396624932975582,-0.046644503963076,-0.324313049071795,0.05795712389224,-0.306247778347571,0.24660837311462,0.461014030738543
186,0.217580713695709,0.430315995918632,0.148313068053242,-0.363685367590492,-0.056380928072798,-0.321201710219478,0.474240743942372,-0.400380546224047,0.148313068053242,-0.363685367590492,0.214480970370591,0.432552026439483,0.47345253210465,-0.398922775358871,-0.051683557000493,-0.322713379871663,-0.056380928072798,-0.321201710219478,0.47345253210465,-0.398922775358871,0.258737063999303,0.459317314067147,0.057102339907914,-0.304787804787904,0.474240743942372,-0.400380546224047,-0.051683557000493,-0.322713379871663,0.057102339907914,-0.304787804787904,0.253462460591362,0.458415164082985
187,0.223264897295715,0.428612150797316,0.147175514961893,-0.362718221136816,-0.061346525307337,-0.319454396345844,0.471183278094769,-0.4041031032877,0.147175514961893,-0.362718221136816,0.220192906211784,0.430903029611503,0.470409451616482,-0.40261857696808,-0.056665225021861,-0.32103291065632,-0.061346525307337,-0.319454396345844,0.470409451616482,-0.40261857696808,0.265511589673259,0.456560465280758,0.056229411828776,-0.303338312794383,0.471183278094769,-0.4041031032877,-0.056665225021861,-0.321032910656319,0.056229411828776,-0.303338312794383,0.260244741555561,0.45571147095813
188,0.22889439900795,0.426825052162999,0.146025725019173,-0.361762298402798,-0.066252997750901,-0.317628807407905,0.468124777781568,-0.407793965867294,0.146025725019173,-0.361762298402798,0.225851071465572,0.429170143904776,0.467365842100363,-0.406282802113757,-0.061588739345229,-0.319273588367299,-0.066252997750901,-0.317628807407905,0.467365842100363,-0.406282802113757,0.272212494780992,0.453701762368663,0.055338632411339,-0.301897624157287,0.468124777781568,-0.407793965867294,-0.061588739345229,-0.319273588367299,0.055338632411339,-0.301897624157287,0.266954207827919,0.45290512288054
189,0.234468431860841,0.424956432887545,0.144863777228615,-0.360816349006084,-0.071099649143786,-0.315726868036834,0.465065116418273,-0.411454451795118,0.144863777228615,-0.360816349006084,0.231454660963715,0.427355092271593,0.464321575107006,-0.409916776011689,-0.066453381310742,-0.317437330057695,-0.071099649143786,-0.315726868036834,0.464321575107006,-0.409916776011689,0.278838856184332,0.450743347957946,0.054430346698703,-0.300464112049465,0.465065116418273,-0.411454451795118,-0.066453381310742,-0.317437330057694,0.054430346698703,-0.300464112049465,0.273589903500911,0.449998258453899
190,0.239986252145957,0.42300800022791,0.143689790733556,-0.359879159273987,-0.075885830309577,-0.31375047224603,0.462004123433781,-0.415085834867409,0.143689790733556,-0.359879159273987,0.237002913044849,0.425459572498039,0.461276478175528,-0.413521779778553,-0.071258479761429,-0.31552602279637,-0.075885830309577,-0.31375047224603,0.461276478175528,-0.413521779778553,0.285389799604642,0.447687330896987,0.053504948978806,-0.29903620113286,0.462004123433781,-0.415085834867409,-0.071258479761429,-0.31552602279637,0.053504948978806,-0.29903620113286,0.280150922125505,0.446992983418324
191,0.24544715723022,0.420981435762062,0.142503922485593,-0.358949552355474,-0.080610936734785,-0.311701483457566,0.458941586897654,-0.418689344768309,0.142503922485593,-0.358949552355474,0.242495107367533,0.423485257116311,0.458230337461357,-0.417099050360615,-0.076003408626277,-0.31354152366189,-0.080610936734785,-0.311701483457566,0.458230337461357,-0.417099050360615,0.29186449692169,0.444535786444345,0.052562879855941,-0.297612367567123,0.458941586897654,-0.418689344768309,-0.076003408626277,-0.31354152366189,0.052562879855941,-0.297612367567123,0.286636404016213,0.443891370796978
192,0.250850483456423,0.418878395401074,0.141306364998823,-0.358026388255069,-0.085274406250722,-0.309581734609135,0.455877256050189,-0.422266167077408,0.141306364998823,-0.358026388255069,0.247930562810715,0.421433793394138,0.455182900266683,-0.42064978054587,-0.080687584604375,-0.31148565981809,-0.085274406250722,-0.309581734609135,0.455182900266683,-0.42064978054587,0.29826216359077,0.4412907565445,0.051604623433799,-0.296191138929192,0.455877256050189,-0.422266167077408,-0.080687584604375,-0.31148565981809,0.051604623433799,-0.296191138929192,0.293045533672851,0.440695461131011
193,0.256195604130879,0.41670050947059,0.140097344188735,-0.357108563795482,-0.089875716816009,-0.30739302833391,0.452810843736857,-0.425817443353424,0.140097344188735,-0.357108563795482,0.253308635460516,0.419306803394505,0.452133877475038,-0.424175119052147,-0.085310464948592,-0.309360228663727,-0.089875716816009,-0.30739302833391,0.452133877475038,-0.424175119052147,0.304582056176012,0.43795425018207,0.050630704608015,-0.294771094052093,0.452810843736857,-0.425817443353424,-0.085310464948593,-0.309360228663727,0.050630704608015,-0.294771094052093,0.299377537317089,0.437407262794463
194,0.261481927596844,0.414449382855242,0.138877117294398,-0.356195012515325,-0.094414384397862,-0.305137137206227,0.449742028748875,-0.429344271287007,0.138877117294398,-0.356195012515325,0.258628716682052,0.417105884099233,0.449082945891785,-0.427676170684171,-0.089871545347058,-0.30716699804906,-0.094414384397862,-0.305137137206227,0.449082945891785,-0.427676170684171,0.310823469997614,0.434528243806625,0.049641686465909,-0.293350862790756,0.449742028748875,-0.429344271287007,-0.089871545347058,-0.30716699804906,0.049641686465909,-0.293350862790756,0.305631680541654,0.434028752381221
195,0.266708895392115,0.412126595200015,0.137645970882384,-0.355284704507935,-0.098889960950134,-0.302815804046425,0.446670458071897,-0.432847704916116,0.137645970882384,-0.355284704507935,0.263890231274758,0.414832607590403,0.446029750492521,-0.431153996553041,-0.094370357900475,-0.304907706552718,-0.098889960950134,-0.302815804046425,0.446029750492521,-0.431153996553041,0.316985736890529,0.431014681820765,0.048638167790963,-0.29192912572208,0.446670458071897,-0.432847704916116,-0.094370357900475,-0.304907706552718,0.048638167790963,-0.29192912572208,0.311807266069808,0.430561875156678
196,0.271875980489098,0.409733701162898,0.136404218930704,-0.354376646206882,-0.103302032485902,-0.300430742278605,0.443595749044976,-0.436328754897849,0.136404218930704,-0.354376646206882,0.269092635709566,0.412488521283962,0.442973906581552,-0.434609614351983,-0.098806469193159,-0.30258406381258,-0.103302032485902,-0.300430742278605,0.442973906581552,-0.434609614351983,0.323068223071949,0.427415477124567,0.047620780669366,-0.290504613786035,0.443595749044976,-0.436328754897849,-0.098806469193159,-0.30258406381258,0.047620780669366,-0.290504613786035,0.317903631622568,0.427008545567175
197,0.276982685615454,0.407272230713563,0.135152200990908,-0.353469880123434,-0.107650217242263,-0.29798363633551,0.440517491432074,-0.439788388830999,0.135152200990908,-0.353469880123435,0.274235416446116,0.410075148210215,0.439915001862746,-0.438043998682668,-0.103179478455533,-0.300197750904841,-0.107650217242263,-0.29798363633551,0.439915001862746,-0.438043998682669,0.329070327114821,0.423732511710003,0.046590188195815,-0.289076107874104,0.440517491432074,-0.439788388830999,-0.103179478455533,-0.300197750904841,0.046590188195815,-0.289076107874104,0.323920147891001,0.42337064780079
198,0.282028541653361,0.404743689473123,0.133890280426363,-0.352563484540861,-0.111934163934901,-0.29547614210509,0.437435249408528,-0.443227531624033,0.133890280426363,-0.35256348454086,0.27931808832807,0.407593987336251,0.436852598425159,-0.441458081426785,-0.107489015815711,-0.297750420765823,-0.111934163934901,-0.295476142105091,0.436852598425159,-0.441458081426785,0.334991478024507,0.419967637299343,0.045547082275694,-0.28764243837091,0.437435249408528,-0.443227531624033,-0.107489015815711,-0.297750420765823,0.045547082275694,-0.28764243837091,0.329856216610783,0.419650036393475
199,0.287013106115311,0.40214955909038,0.132618842724646,-0.351656573170135,-0.116153550099899,-0.292909887413715,0.434348563464934,-0.446647065903547,0.132618842724646,-0.351656573170135,0.284340193054531,0.405046513925695,0.433786234645941,-0.444852752157911,-0.111734740637712,-0.29524369865145,-0.116153550099899,-0.292909887413715,0.433786234645941,-0.444852752157912,0.340831133415629,0.416122676022001,0.044492181520604,-0.286202484654486,0.434348563464934,-0.446647065903547,-0.111734740637712,-0.29524369865145,0.044492181520604,-0.286202484654486,0.335711268736176,0.415848536874949
200,0.291935961694306,0.399491297650273,0.131338293881923,-0.350748294771292,-0.120308080520201,-0.290286472541336,0.43125695223102,-0.450047832458596,0.131338293881923,-0.350748294771292,0.289301297725446,0.402434179931462,0.430715427013075,-0.448228858589111,-0.115916339943762,-0.292679182629679,-0.120308080520201,-0.290286472541336,0.430715427013075,-0.448228858589111,0.346588777786075,0.412199421124666,0.043426229234223,-0.284755174560202,0.43125695223102,-0.450047832458596,-0.115916339943762,-0.292679182629679,0.043426229234223,-0.284755174560202,0.341484762710458,0.411967946449163
201,0.296796714886266,0.396770340110545,0.130049058857104,-0.349837832744356,-0.124397485734096,-0.287607470764256,0.428159914222077,-0.453430630716683,0.130049058857104,-0.349837832744356,0.294200993458875,0.399758414417531,0.427639671870546,-0.451587207052014,-0.120033526918135,-0.29005844410151,-0.124397485734096,-0.287607470764256,0.427639671870546,-0.451587207052014,0.352263920885112,0.40819963770993,0.042349991485387,-0.283299483813,0.428159914222077,-0.453430630716683,-0.120033526918135,-0.29005844410151,0.042349991485387,-0.283299483813,0.347176182829842,0.408010034704508
202,0.301594994682412,0.393988098762929,0.128751580093561,-0.348924404693509,-0.128421520623066,-0.284874428921475,0.425056929510588,-0.456796219247465,0.128751580093561,-0.348924404693509,0.299038894077919,0.397020624006005,0.424558447088587,-0.454928563003451,-0.124086039489898,-0.287383028346512,-0.128421520623066,-0.284874428921475,0.424558447088587,-0.454928563003451,0.357856096172539,0.40412506349901,0.041264255265275,-0.281834435432231,0.425056929510588,-0.456796219247465,-0.124086039489898,-0.287383028346512,0.041264255265275,-0.281834435432231,0.352785037697871,0.403976544349333
203,0.306330451329381,0.391145963715423,0.127446316106145,-0.348007261967856,-0.132379963076328,-0.282088868000884,0.421947461325676,-0.460145316290565,0.127446316106145,-0.348007261967856,0.303814634865101,0.394222193346012,0.421471213661626,-0.458253651556037,-0.128073638991964,-0.284654455089117,-0.132379963076328,-0.282088868000884,0.421471213661626,-0.458253651556037,0.363364859365781,0.399977409614453,0.040169826725605,-0.280359099113028,0.421947461325676,-0.460145316290565,-0.128073638991964,-0.284654455089117,0.040169826725605,-0.280359099113028,0.358310858767286,0.399869191968617
204,0.311002755154812,0.388245303392489,0.126133740131245,-0.347085689181919,-0.136272612729401,-0.279252283741864,0.418830957583005,-0.463478600304167,0.126133740131245,-0.347085689181919,0.308527871381985,0.39136448560125,0.418377417236593,-0.461563158029376,-0.131996108893816,-0.281874219082208,-0.136272612729401,-0.279252283741864,0.418377417236593,-0.461563158029376,0.368789787071882,0.395758361379083,0.039067529494703,-0.278872590587832,0.418830957583005,-0.463478600304167,-0.131996108893816,-0.281874219082208,0.039067529494703,-0.278872590587832,0.36375319896635,0.395689668798012
205,0.31561159545613,0.385287465050233,0.124814338837613,-0.346159003718716,-0.140099289774043,-0.276366147251126,0.415706852347772,-0.466796710531331,0.124814338837613,-0.346159003718716,0.313178278351785,0.388448842953228,0.415276489574202,-0.464857728518831,-0.135853253605299,-0.279043790704808,-0.140099289774043,-0.276366147251126,0.415276489574202,-0.464857728518831,0.374130475501337,0.391469579127686,0.037958203068393,-0.277374070971396,0.415706852347772,-0.466796710531331,-0.135853253605299,-0.279043790704809,0.037958203068393,-0.277374070971396,0.369111631406647,0.391439641511735
206,0.320156679450304,0.382273775303873,0.123488611095722,-0.34522655521807,-0.143859833836933,-0.273431905628865,0.412574567233349,-0.470100247581236,0.123488611095721,-0.34522655521807,0.317765548602774,0.385476587117472,0.412167849945824,-0.468137970479064,-0.139644897348888,-0.276164616570918,-0.143859833836933,-0.273431905628865,0.412167849945824,-0.468137970479064,0.379386539260769,0.387112699028277,0.036842701272633,-0.275862746092276,0.412574567233349,-0.470100247581236,-0.139644897348888,-0.276164616570918,0.036842701272633,-0.275862746092276,0.374385748169403,0.38712075302108
207,0.324637731282318,0.379205540664994,0.122157066803397,-0.34428772505257,-0.147554102924497,-0.27045098260255,0.409433512738187,-0.473389774022785,0.122157066803397,-0.34428772505257,0.322289392070258,0.382449019870184,0.409050906468516,-0.471404453319791,-0.143370883097863,-0.273238120146784,-0.147554102924497,-0.27045098260255,0.409050906468516,-0.471404453319791,0.384557610221462,0.382689333909987,0.03572189079491,-0.274337865813591,0.409433512738187,-0.473389774022785,-0.143370883097863,-0.273238120146784,0.03572189079491,-0.274337865813591,0.379575159167405,0.382734623280584
208,0.329054491090176,0.376084048086313,0.120820225765543,-0.343341925793401,-0.151181972431323,-0.267424779165893,0.406283089523469,-0.476665814988246,0.120820225765543,-0.343341925793401,0.32674953485497,0.379367423583049,0.405925057380744,-0.47465770901142,-0.147031071577878,-0.270265702374131,-0.151181972431323,-0.267424779165893,0.405925057380744,-0.47465770901142,0.389643336460866,0.378201074094901,0.034596649781434,-0.272798723345523,0.406283089523469,-0.476665814988246,-0.147031071577879,-0.270265702374131,0.034596649781434,-0.272798723345523,0.384679491079651,0.378282850099117
209,0.333406714124249,0.372910565511837,0.119478616625766,-0.34238860066806,-0.154743334209647,-0.264354674220735,0.403122689634012,-0.479928858784799,0.119478616625766,-0.34238860066806,0.331145718335709,0.376233061764054,0.402789692261279,-0.47789823269845,-0.150625340329443,-0.267248742297055,-0.154743334209647,-0.264354674220735,0.402789692261279,-0.47789823269845,0.394643381274192,0.373649488231396,0.033467866497238,-0.27124465455186,0.403122689634012,-0.479928858784799,-0.150625340329443,-0.267248742297055,0.033467866497238,-0.27124465455186,0.389698386355911,0.373767009953408
210,0.337694169918847,0.369686342430504,0.118132775847776,-0.341427223011813,-0.158238095697461,-0.261242025219802,0.399951697664835,-0.48317935751207,0.118132775847776,-0.341427223011813,0.33547769833413,0.373047179602389,0.399644193193706,-0.481126483318717,-0.154153582828874,-0.264188597690504,-0.158238095697461,-0.261242025219802,0.399644193193706,-0.481126483318717,0.399557422253317,0.369036124126714,0.032336438046358,-0.269675037252605,0.399951697664835,-0.48317935751207,-0.154153582828874,-0.264188597690504,0.032336438046358,-0.269675037252605,0.394631502288452,0.369188658801722
211,0.341916641513905,0.366412610431537,0.116783246744469,-0.340457295714559,-0.161666179102831,-0.258088168808443,0.396769491875765,-0.486417727683918,0.116783246744469,-0.340457295714559,0.339745244329601,0.369811004515638,0.396487935878908,-0.484342884226738,-0.157615707665348,-0.261086605688443,-0.161666179102831,-0.258088168808443,0.396487935878908,-0.484342884226739,0.404385150430259,0.364362509576754,0.031203269149332,-0.268089290524497,0.396769491875765,-0.486417727683918,-0.157615707665348,-0.261086605688443,0.031203269149332,-0.268089290524497,0.399478510148213,0.364549332895607
212,0.346073924724753,0.36309058375991,0.115430578552653,-0.339478350664627,-0.165027520642084,-0.254894421463645,0.393575445256386,-0.489644350852895,0.115430578552653,-0.339478350664627,0.34394813872211,0.366525746697635,0.393320290697858,-0.487547823819612,-0.161011637771744,-0.257944083409951,-0.165027520642084,-0.254894421463645,0.393320290697858,-0.487547823819612,0.409126269482586,0.3596301531912,0.030069270975342,-0.266486874001102,0.393575445256386,-0.489644350852895,-0.161011637771744,-0.257944083409951,0.030069270975342,-0.266486874001102,0.404239094382831,0.359850549587826
213,0.350165827457954,0.359721459870461,0.114075325551422,-0.338489948190866,-0.168322069829584,-0.251662080128764,0.390368926543579,-0.492859574235983,0.114075325551422,-0.338489948190866,0.348086176141233,0.363192599665509,0.390140623726941,-0.49074165616404,-0.164341309706994,-0.254762328581692,-0.168322069829584,-0.251662080128764,0.390140623726941,-0.49074165616404,0.413780494998147,0.354840545212313,0.02893536002638,-0.264867287173923,0.390368926543579,-0.492859574235983,-0.164341309706994,-0.254762328581692,0.02893536002638,-0.264867287173923,0.408912951873943,0.355093808134724
214,0.354192169071284,0.356306419979328,0.112718046222243,-0.337491676504269,-0.171549788816875,-0.248392422842575,0.387149301193823,-0.496063711340354,0.112718046222243,-0.337491676504269,0.352159162799233,0.359812740804565,0.386948297708018,-0.493924701623249,-0.167604672987763,-0.251542620155304,-0.171549788816875,-0.248392422842575,0.386948297708018,-0.493924701623249,0.418347553796651,0.349995158325847,0.027802457070928,-0.263230068695852,0.387149301193823,-0.496063711340354,-0.167604672987763,-0.251542620155304,0.027802457070928,-0.263230068695852,0.413499791251289,0.3502805904915
215,0.35815277977594,0.352846629611494,0.111359302448876,-0.336483151140236,-0.174710651779042,-0.245086709361343,0.383915932312373,-0.499257042588022,0.111359302448876,-0.336483151140236,0.356166915886421,0.356387331909775,0.38374267297531,-0.497097247482674,-0.170801689467318,-0.248286218918419,-0.174710651779042,-0.245086709361343,0.38374267297531,-0.497097247482674,0.422827183305628,0.345095448462727,0.026671486124689,-0.261574795688092,0.383915932312373,-0.499257042588022,-0.170801689467318,-0.248286218918419,0.026671486124689,-0.261574795688092,0.417999332261209,0.345412362098945
216,0.362047500079146,0.349343239143373,0.109999658755302,-0.335464014402456,-0.177804644346203,-0.241746181772789,0.380668181541343,-0.50243981593841,0.109999658755302,-0.335464014402456,0.360109263006937,0.352917519722787,0.380523108341181,-0.500259548573422,-0.173932332759514,-0.244994368098131,-0.177804644346203,-0.241746181772789,0.380523108341181,-0.500259548573422,0.427219130988452,0.34014285559021,0.025543373476028,-0.259901083051567,0.380668181541343,-0.50243981593841,-0.173932332759514,-0.244994368098131,0.025543373476028,-0.259901083051567,0.422411305187203,0.340490572660377
217,0.365876180265376,0.345797384339427,0.1086396815799,-0.334433934809293,-0.180831763078117,-0.238372065100886,0.37740540990867,-0.505612247507957,0.1086396815799,-0.334433934809293,0.363986041653194,0.349404436463428,0.377288961942755,-0.50341182789266,-0.176996587705898,-0.241668293955855,-0.180831763078117,-0.238372065100886,0.377288961942755,-0.50341182789266,0.431523153822121,0.335138804491453,0.024419046753823,-0.258208582783683,0.37740540990867,-0.505612247507957,-0.176996587705898,-0.241668293955855,0.024419046753823,-0.258208582783683,0.426735450320289,0.33551665690762
218,0.369638679914459,0.342210186881965,0.107279938584158,-0.333392606543433,-0.18379201497995,-0.234965567900579,0.374126978639848,-0.508774522186005,0.107279938584158,-0.333392606543433,0.367797098717259,0.345849200354836,0.37403959205129,-0.506554277220147,-0.179994449884,-0.23830920637262,-0.18379201497995,-0.234965567900579,0.37403959205129,-0.506554277220147,0.435739017822615,0.330084705532448,0.023299434035559,-0.256496983301179,0.374126978639848,-0.508774522186005,-0.179994449884,-0.23830920637262,0.023299434035559,-0.256496983301179,0.430971517476984,0.330492035354992
219,0.373334867454892,0.338582754893307,0.105920997994285,-0.332339748905497,-0.186685417057325,-0.231527882841565,0.370832249934257,-0.511926794246304,0.105920997994285,-0.332339748905497,0.371542290037513,0.342252916141379,0.370774357846131,-0.509687057730278,-0.182925925154921,-0.234918299423935,-0.186685417057325,-0.231527882841565,0.370774357846131,-0.509687057730278,0.439866497615704,0.324981955415447,0.022185462993524,-0.254766008769728,0.370832249934257,-0.511926794246304,-0.182925925154921,-0.234918299423935,0.022185462993524,-0.254766008769728,0.43511926556281,0.325418115040377
220,0.37696461975076,0.334916183449634,0.104563427974136,-0.331275105772181,-0.189511995908825,-0.228060187280412,0.36752058770784,-0.515069187953577,0.104563427974136,-0.331275105772181,0.375221479978991,0.33861667559867,0.367492620154986,-0.512810300599061,-0.185791029248433,-0.231496751943469,-0.189511995908825,-0.228060187280412,0.367492620154986,-0.512810300599061,0.443905376051161,0.319831937918075,0.021078060077115,-0.253015418440779,0.36752058770784,-0.515069187953577,-0.185791029248433,-0.231496751943469,0.021078060077115,-0.253015418440779,0.439178462179268,0.320296290252551
221,0.380527821720683,0.331211555085871,0.103207796027927,-0.330198445059454,-0.192271787354211,-0.224563643820338,0.36419135830381,-0.518201798164664,0.103207796027926,-0.330198445059454,0.378834541045826,0.334941558035024,0.364193742162227,-0.515924107605554,-0.188589787383833,-0.228045728074849,-0.192271787354211,-0.224563643820338,0.364193742162227,-0.515924107605554,0.447855443858409,0.314636024617417,0.019978149729281,-0.251245005996111,0.36419135830381,-0.518201798164664,-0.188589787383833,-0.228045728074849,0.019978149729281,-0.251245005996111,0.443148883272351,0.315127943244025
222,0.384024365987297,0.32746994029108,0.101854668431269,-0.329109558191241,-0.194964836096645,-0.221039400858058,0.360843931172995,-0.521324690923845,0.101854668431269,-0.329109558191241,0.382381353524339,0.331228630783783,0.360877090086809,-0.519028551727372,-0.191322233924877,-0.224566377810976,-0.194964836096646,-0.221039400858058,0.360877090086809,-0.519028551727372,0.451716499341707,0.309395575598461,0.018886653635266,-0.249454598900413,0.360843931172995,-0.521324690923845,-0.191322233924877,-0.224566377810976,0.018886653635266,-0.249454598900413,0.447030312820691,0.30991444492875
223,0.38745415255582,0.323692397993859,0.100504609689139,-0.328008259573957,-0.19759119541732,-0.217488593117184,0.357477679525359,-0.524437904052009,0.100504609689139,-0.328008259573957,0.385861805155299,0.327478949686029,0.357542033831373,-0.52212367772993,-0.193988412067176,-0.221059837520313,-0.19759119541732,-0.217488593117184,0.357542033831373,-0.52212367772993,0.455488348113056,0.30411194014634,0.017804490001859,-0.247644057762165,0.357477679525359,-0.524437904052009,-0.193988412067176,-0.221059837520313,0.017804490001859,-0.247644057762165,0.450822542561535,0.304657155564112
224,0.3908170885203,0.319879976037319,0.09915818201941,-0.326894386077196,-0.200150926900897,-0.213912342167722,0.354091980954188,-0.527541447729424,0.09915818201941,-0.326894386077196,0.389275790833969,0.323693559563222,0.354187947603993,-0.525209502749168,-0.196588373556493,-0.217527230459665,-0.200150926900897,-0.213912342167722,0.354187947603993,-0.525209502749168,0.459170802861055,0.298786457421891,0.016732572865453,-0.24581327570301,0.354091980954188,-0.527541447729424,-0.196588373556493,-0.217527230459665,0.016732572865453,-0.24581327570301,0.454525371752789,0.299357425416698
