Freq [GHz],"re(St(M4_p_T1,M4_p_T1)) []","im(St(M4_p_T1,M4_p_T1)) []","re(St(M4_p_T1,M4_n_T1)) []","im(St(M4_p_T1,M4_n_T1)) []","re(St(M4_p_T1,M3_p_T1)) []","im(St(M4_p_T1,M3_p_T1)) []","re(St(M4_p_T1,M3_n_T1)) []","im(St(M4_p_T1,M3_n_T1)) []","re(St(M4_n_T1,M4_p_T1)) []","im(St(M4_n_T1,M4_p_T1)) []","re(St(M4_n_T1,M4_n_T1)) []","im(St(M4_n_T1,M4_n_T1)) []","re(St(M4_n_T1,M3_p_T1)) []","im(St(M4_n_T1,M3_p_T1)) []","re(St(M4_n_T1,M3_n_T1)) []","im(St(M4_n_T1,M3_n_T1)) []","re(St(M3_p_T1,M4_p_T1)) []","im(St(M3_p_T1,M4_p_T1)) []","re(St(M3_p_T1,M4_n_T1)) []","im(St(M3_p_T1,M4_n_T1)) []","re(St(M3_p_T1,M3_p_T1)) []","im(St(M3_p_T1,M3_p_T1)) []","re(St(M3_p_T1,M3_n_T1)) []","im(St(M3_p_T1,M3_n_T1)) []","re(St(M3_n_T1,M4_p_T1)) []","im(St(M3_n_T1,M4_p_T1)) []","re(St(M3_n_T1,M4_n_T1)) []","im(St(M3_n_T1,M4_n_T1)) []","re(St(M3_n_T1,M3_p_T1)) []","im(St(M3_n_T1,M3_p_T1)) []","re(St(M3_n_T1,M3_n_T1)) []","im(St(M3_n_T1,M3_n_T1)) []"
197,0.224653733112353,0.439526846337549,0.16935126969592,-0.367185107186767,-0.06489386248442,-0.335639606195638,0.445520492006103,-0.399329770457149,0.16935126969592,-0.367185107186767,0.225044349664922,0.440874622540725,0.445332234177412,-0.399127602578351,-0.065894570096312,-0.335055083333705,-0.06489386248442,-0.335639606195638,0.445332234177411,-0.399127602578351,0.267070246169321,0.467794982813539,0.082914606293493,-0.311641377959753,0.445520492006103,-0.399329770457149,-0.065894570096312,-0.335055083333705,0.082914606293493,-0.311641377959753,0.267257112066435,0.466652294917616
198,0.230073829501628,0.437778429586995,0.168146122358324,-0.366602331519335,-0.069631302067045,-0.33388868053595,0.442731231931877,-0.402466293764248,0.168146122358324,-0.366602331519335,0.230457531390734,0.439132169206969,0.442550137973605,-0.40226147964772,-0.070623629201062,-0.333291988329248,-0.069631302067045,-0.33388868053595,0.442550137973604,-0.402261479647719,0.2734778847968,0.465032156856455,0.081909141368273,-0.310675060676591,0.442731231931877,-0.402466293764248,-0.070623629201062,-0.333291988329248,0.081909141368273,-0.310675060676591,0.273647948364768,0.463880582720535
199,0.23544422456261,0.435958046522943,0.166925074549023,-0.366024186763662,-0.074315488467592,-0.332071278791864,0.439946174089567,-0.405579936312764,0.166925074549023,-0.366024186763662,0.235821001745843,0.437318075317942,0.43977233907993,-0.405372666475042,-0.075299298449152,-0.331462636143953,-0.074315488467592,-0.332071278791864,0.439772339079929,-0.405372666475042,0.279818986710172,0.462182056514848,0.080882157177252,-0.309709752215386,0.439946174089567,-0.405579936312764,-0.075299298449152,-0.331462636143953,0.080882157177252,-0.309709752215386,0.279972096699446,0.461021879213241
200,0.240764374762795,0.434067078772427,0.165688359849649,-0.365449612748377,-0.078945979214098,-0.330188934880111,0.437165032800031,-0.408671800091472,0.165688359849649,-0.365449612748377,0.24113422580994,0.435433720733569,0.436998547813425,-0.408462267248353,-0.079921141234739,-0.32956856027881,-0.078945979214098,-0.330188934880111,0.436998547813424,-0.408462267248352,0.286092920769427,0.459246378769688,0.079834147621988,-0.308744090445344,0.437165032800031,-0.408671800091472,-0.079921141234739,-0.32956856027881,0.079834147621988,-0.308744090445344,0.286228931102393,0.458077882485122
201,0.246033764818965,0.432106885224305,0.164436239135343,-0.364877581297596,-0.083522362591065,-0.328243155904262,0.434387492869243,-0.411742949104902,0.164436239135343,-0.364877581297596,0.2463966967446,0.433480462403249,0.434228444962537,-0.411531348111965,-0.084488751580047,-0.327611267311855,-0.083522362591065,-0.328243155904262,0.434228444962536,-0.411531348111965,0.292299086803547,0.456226791382449,0.078765639819345,-0.307776757128383,0.434387492869243,-0.411742949104902,-0.084488751580047,-0.327611267311855,0.078765639819345,-0.307776757128383,0.292417856514676,0.455050261343557
202,0.2512519061665,0.430078802249801,0.16316899894886,-0.364307096064918,-0.088044255960823,-0.326235422462805,0.431613211416322,-0.414794409593415,0.16316899894886,-0.364307096064918,0.251607934263074,0.431459634594265,0.431461683614551,-0.414580937387958,-0.089001752457977,-0.325592237212382,-0.088044255960823,-0.326235422462805,0.431461683614551,-0.414580937387957,0.298436913745839,0.453124933359992,0.077677192084972,-0.306806477629405,0.431613211416322,-0.414794409593415,-0.089001752457977,-0.325592237212382,0.077677192084972,-0.306806477629405,0.29853830692372,0.451940655782323
203,0.256418335495187,0.427984143962373,0.161886949939319,-0.363737192327953,-0.092511304161007,-0.324167188997842,0.428841819628908,-0.417827170294844,0.161886949939319,-0.363737192327953,0.25676748316676,0.429372549159222,0.42869789091031,-0.417612025839103,-0.093459794190929,-0.323512923695513,-0.092511304161007,-0.324167188997842,0.42869789091031,-0.417612025839103,0.30450585785648,0.449942415462662,0.076569391999165,-0.305832020583741,0.428841819628908,-0.417827170294844,-0.093459794190929,-0.323512923695514,0.076569391999165,-0.305832020583741,0.304589743587795,0.44875067749301
204,0.261532613349991,0.425824202512951,0.160590425364009,-0.36316693674731,-0.096923177976235,-0.322039884180029,0.426072924447815,-0.420842182743422,0.160590425364009,-0.36316693674731,0.261874911946814,0.427220495838537,0.425936669728166,-0.420625566968965,-0.097862552923944,-0.321374754612754,-0.096923177976235,-0.322039884180029,0.425936669728166,-0.420625566968965,0.310505401030044,0.446680820750811,0.075442854552772,-0.304852197526506,0.426072924447815,-0.420842182743422,-0.097862552923944,-0.321374754612754,0.075442854552772,-0.304852197526506,0.310571653345518,0.445481910414661
205,0.266594322795194,0.423600248416845,0.159279779651601,-0.362595427093715,-0.101279572682057,-0.319854911325694,0.423306110182967,-0.423840361601987,0.159279779651601,-0.362595427093715,0.266929811449248,0.425004742594302,0.423177600299158,-0.423622477355157,-0.102209729170204,-0.319179132374472,-0.101279572682057,-0.319854911325694,0.423177600299157,-0.423622477355157,0.31643504918568,0.443341705165268,0.074298220370742,-0.303865862488254,0.423306110182967,-0.423840361601988,-0.102209729170204,-0.319179132374472,0.074298220370742,-0.303865862488254,0.316483547008056,0.442135911317166
206,0.271603068140218,0.421313530908832,0.157955387025061,-0.362021791946689,-0.105580206659173,-0.317613648842314,0.420540940062648,-0.426822585023762,0.157955387025061,-0.362021791946689,0.27193179360186,0.422726535972046,0.420420241755471,-0.42660363701205,-0.106501046426889,-0.316927434400502,-0.105580206659174,-0.317613648842314,0.420420241755471,-0.426603637012049,0.322294330737638,0.439926598137598,0.073136154010843,-0.302871911561013,0.420540940062648,-0.426822585023762,-0.106501046426889,-0.316927434400502,0.073136154010843,-0.302871911561013,0.322324957831698,0.43871421041426
207,0.27655847372544,0.41896527832323,0.156617640182504,-0.361445190367967,-0.109824820075871,-0.315317450698825,0.41777695771817,-0.429789695040233,0.156617640182504,-0.361445190367967,0.276880490201254,0.420387101487189,0.41766413361428,-0.42956988977948,-0.110736249859315,-0.314621013595355,-0.109824820075871,-0.315317450698825,0.417664133614279,-0.42956988977948,0.328082795143715,0.436437003226275,0.071957342335063,-0.301869282438473,0.41777695771817,-0.429789695040233,-0.110736249859315,-0.314621013595355,0.071957342335063,-0.301869282438473,0.328095440068372,0.435218312002259
208,0.281460182766238,0.416556698495923,0.155266949034217,-0.360864811552626,-0.114013173636628,-0.312967646917461,0.415013688606057,-0.432742497971952,0.155266949034217,-0.360864811552626,0.2817755517582,0.417987644033188,0.414908797199074,-0.432522043734258,-0.114915105051303,-0.312261198844725,-0.114013173636628,-0.312967646917462,0.414908797199074,-0.432522043734258,0.333800011529257,0.432874398775189,0.070762492951179,-0.300856953933844,0.415013688606057,-0.432742497971952,-0.114915105051303,-0.312261198844725,0.070762492951179,-0.300856953933844,0.333794567591738,0.431649695120949
209,0.286307856253529,0.414088979185549,0.15390373949404,-0.360279874460659,-0.118145047394797,-0.310565544084079,0.412250641369884,-0.435681764859289,0.15390373949404,-0.360279874460659,0.28661664639956,0.415529348308583,0.41215373700062,-0.435460871621514,-0.119037396819681,-0.309849295530274,-0.118145047394797,-0.310565544084079,0.41215373700062,-0.435460871621514,0.339445567384292,0.429240238591144,0.069552332721983,-0.299833945478584,0.412250641369884,-0.435681764859289,-0.119037396819681,-0.309849295530274,0.069552332721983,-0.299833945478584,0.339421932596413,0.428009814233306
210,0.291101171909008,0.411563288511262,0.152528452323289,-0.359689627431562,-0.122220239627286,-0.308112425874116,0.409487309143876,-0.438608231910391,0.152528452323289,-0.359689627431562,0.291403458824993,0.413013379260355,0.409398441979665,-0.438387111303155,-0.123102928090822,-0.307386586059845,-0.122220239627286,-0.308112425874116,0.409398441979665,-0.438387111303155,0.345019067331399,0.425535952637274,0.068327606339642,-0.298799316605004,0.409487309143876,-0.438608231910391,-0.123102928090822,-0.307386586059845,0.068327606339642,-0.298799316605004,0.344977144367948,0.424300099920976
211,0.295839823193329,0.408980775404655,0.151141542025413,-0.359093347784275,-0.126238565769173,-0.305609553591579,0.406723170800413,-0.441522600963852,0.151141542025413,-0.359093347784275,0.296135689316658,0.410440882541216,0.406642386813529,-0.441301466220916,-0.127111518837147,-0.304874330410506,-0.126238565769173,-0.305609553591579,0.406642386813529,-0.441301466220916,0.350520131961925,0.421762947739529,0.067089074962692,-0.297752166415453,0.406723170800413,-0.441522600963852,-0.127111518837147,-0.304874330410506,0.067089074962691,-0.297752166415453,0.350459828121146,0.420521959592657
212,0.300523518365436,0.406342570073616,0.149743475789574,-0.35849034140465,-0.130199857406166,-0.303058166718624,0.403957692143522,-0.444425539963751,0.149743475789574,-0.35849034140465,0.300813052800123,0.407812984978581,0.403885033088684,-0.444204605871676,-0.131063005071511,-0.302313766681992,-0.130199857406166,-0.303058166718624,0.403885033088684,-0.444204605871676,0.355948396738193,0.4179226083036,0.065837514913207,-0.296691633040615,0.403957692143522,-0.444425539963751,-0.131063005071511,-0.302313766681992,0.065837514913206,-0.296691633040615,0.355869623904365,0.41667677820279
213,0.305151979591313,0.403649784476057,0.148334732481341,-0.357879942322462,-0.134103961322893,-0.300459483473496,0.401190327050458,-0.44731768344495,0.148334732481341,-0.357879942322462,0.305435277954726,0.405130795053206,0.401125830441406,-0.44709716629294,-0.134957237897429,-0.299706111658333,-0.134103961322893,-0.300459483473496,0.401125830441406,-0.44709716629294,0.361303510959349,0.414016297039866,0.064573716431677,-0.295616893089195,0.401190327050458,-0.44731768344495,-0.134957237897429,-0.299706111658333,0.064573716431677,-0.295616893089195,0.361206185567461,0.412765918978112
214,0.309724942100388,0.400903512801625,0.146915801678738,-0.357261512279792,-0.137950738604987,-0.297814701374756,0.398420518563412,-0.450199633026687,0.146915801678738,-0.357261512279792,0.310002106371632,0.402395403385578,0.39836421764857,-0.449979750556512,-0.138794082613122,-0.297052561375589,-0.137950738604987,-0.297814701374756,0.398364217648569,-0.449979750556512,0.366585136788575,0.410045355694137,0.063298482487207,-0.2945271610911,0.398420518563412,-0.450199633026687,-0.138794082613122,-0.297052561375589,0.063298482487207,-0.2945271610911,0.366469179791073,0.40879072414988
215,0.314242153387892,0.398104831959626,0.145487182751875,-0.356634440292475,-0.141740063792988,-0.295124997809912,0.395647699933387,-0.453071957912709,0.145487182751875,-0.356634440292475,0.314513291757852,0.399607883228317,0.395599623670594,-0.452852929268604,-0.142573417867383,-0.294354291693826,-0.141740063792988,-0.295124997809912,0.395599623670593,-0.452852929268603,0.371792948339396,0.406011105782137,0.062012627640655,-0.293421688936013,0.395647699933387,-0.45307195791271,-0.142573417867383,-0.294354291693827,0.062012627640655,-0.293421688936013,0.371658285174995,0.404752515689698
216,0.31870337246146,0.395254802071571,0.144049383984438,-0.355998142206173,-0.14547182408611,-0.292391530606694,0.392871295618201,-0.455935195396293,0.144049383984438,-0.355998142206173,0.318968599184537,0.396769290963001,0.392831468648542,-0.455717241074751,-0.14629513486532,-0.291612458871577,-0.145471824086111,-0.292391530606694,0.392831468648542,-0.45571724107475,0.37692663081887,0.401914849325876,0.06071697695841,-0.292299765309098,0.392871295618201,-0.455935195396293,-0.14629513486532,-0.291612458871577,0.06071697695841,-0.292299765309098,0.376773191383412,0.400652596047105
217,0.323108369130337,0.392354466966851,0.142602921735349,-0.355352060248467,-0.149145918593969,-0.289615438605382,0.390090722236583,-0.458789851368706,0.142602921735349,-0.355352060248467,0.323367804377877,0.393880666599933,0.390059164857312,-0.458573193168067,-0.149959136622054,-0.288828200141192,-0.14914591859397,-0.289615438605382,0.390059164857312,-0.458573193168067,0.381985879725515,0.397757869590164,0.059412364974543,-0.291160715125381,0.390090722236583,-0.458789851368706,-0.149959136622054,-0.288828200141192,0.059412364974543,-0.291160715125381,0.381813598344845,0.396492248887187
218,0.327456923335543,0.389404854680189,0.141148319638925,-0.354695662578269,-0.152762257634393,-0.286797842230709,0.387305389480235,-0.461636400829767,0.141148319638925,-0.354695662578269,0.327710693050958,0.390943034279498,0.387282117616814,-0.461421261799507,-0.153565337262508,-0.286002634283643,-0.152762257634393,-0.286797842230709,0.387282117616813,-0.461421261799506,0.386970400099851,0.393541431817726,0.058099634699104,-0.290003898964245,0.387305389480235,-0.461636400829767,-0.153565337262508,-0.286002634283643,0.058099634699104,-0.290003898964245,0.386779215504702,0.392272739826668
219,0.331748824519409,0.386406977949635,0.139686107841924,-0.354028442833723,-0.1563207620755,-0.283939844062021,0.384514700985725,-0.464475288399291,0.139686107841924,-0.354028442833723,0.331997060275005,0.387957402773893,0.384499726162991,-0.464261892788929,-0.15711366136545,-0.283136862201414,-0.1563207620755,-0.283939844062021,0.384499726162991,-0.464261892788929,0.391879905825517,0.389266783961477,0.056779636670444,-0.288828712505272,0.384514700985725,-0.464475288399291,-0.15711366136545,-0.283136862201414,0.056779636670444,-0.288828712505272,0.391669761128358,0.387995317167053
220,0.335983871032944,0.383361834713957,0.138216822275877,-0.353349919679658,-0.159821362720275,-0.281042529400436,0.381718055167999,-0.467306928828353,0.138216822275877,-0.353349919679658,0.336226709888423,0.384924765988091,0.381711384480486,-0.467095502035889,-0.16060404335003,-0.280231967488285,-0.159821362720275,-0.281042529400436,0.381711384480485,-0.467095502035889,0.396714118978957,0.384935157412643,0.055453228049446,-0.287634585966588,0.381718055167999,-0.467306928828353,-0.16060404335003,-0.280231967488285,0.055453228049446,-0.287634585966588,0.3964849616528,0.383661212623507
221,0.340161869579498,0.380270408608409,0.136741003963185,-0.352659636355536,-0.163263999731895,-0.278106966831927,0.378914846017262,-0.47013170750938,0.136741003963185,-0.352659636355536,0.340399453942143,0.381846103459025,0.378916482098692,-0.46992247602918,-0.164036426903056,-0.277289016994892,-0.163263999731895,-0.278106966831927,0.378916482098691,-0.46992247602918,0.401472769225752,0.380547767723574,0.054121271753649,-0.2864209835467,0.378914846017262,-0.47013170750938,-0.164036426903056,-0.277289016994893,0.054121271753649,-0.2864209835467,0.401224551084868,0.379271642048323
222,0.344282634693267,0.377133669457928,0.135259198355464,-0.351957160224783,-0.166648622098151,-0.275134208785274,0.376104463860916,-0.47294998098423,0.135259198355464,-0.351957160224783,0.344515112179786,0.378722380852042,0.376114404852895,-0.472743172354271,-0.167410764445351,-0.274309061389051,-0.166648622098151,-0.275134208785274,0.376114404852895,-0.47274317235427,0.406155593261711,0.376105815324147,0.052784635629293,-0.285187402870711,0.376104463860916,-0.47294998098423,-0.167410764445351,-0.274309061389051,0.052784635629293,-0.285187402870711,0.405888270444243,0.374827806147879
223,0.348345988251205,0.373952573766916,0.133771954702695,-0.351242082326254,-0.169975187133319,-0.272125292084001,0.373286296092205,-0.475762077449463,0.133771954702695,-0.351242082326254,0.348573511551207,0.375554550453814,0.373304535612143,-0.475557920197865,-0.17072701663555,-0.271293135709934,-0.169975187133319,-0.272125292084001,0.373304535612143,-0.475557920197865,0.410762334296907,0.37161048623081,0.051444191659385,-0.2839333744417,0.373286296092205,-0.475762077449463,-0.17072701663555,-0.271293135709934,0.051444191659385,-0.2839333744417,0.410475867249332,0.37033089119214
224,0.35235175901695,0.370728065204826,0.132279825451757,-0.350514016928523,-0.173243660015909,-0.269081238491438,0.37045972786713,-0.478568297258148,0.132279825451757,-0.350514016928523,0.352574485758046,0.37234355166091,0.370486254975426,-0.478367020848916,-0.173985151909757,-0.268242259915276,-0.173243660015909,-0.269081238491438,0.370486254975426,-0.478367020848916,0.415292741580909,0.36706295274738,0.050100815205946,-0.282658461097941,0.37045972786713,-0.478568297258148,-0.173985151909757,-0.268242259915276,0.050100815205946,-0.282658461097941,0.414987095044326,0.365782069715825
225,0.356299782215426,0.367461075086868,0.130783365672987,-0.349772601087632,-0.176454013360765,-0.266003055248171,0.36762414277119,-0.481368913417605,0.130783365672987,-0.349772601087632,0.356517874829913,0.369090311463363,0.367658941937709,-0.481170748195496,-0.177185146055532,-0.265157439420848,-0.176454013360765,-0.266003055248171,0.367658941937709,-0.481170748195495,0.419746569967496,0.362464374156811,0.048755384284666,-0.281362257476537,0.367624142771189,-0.481368913417605,-0.177185146055532,-0.265157439420848,0.048755384284666,-0.281362257476537,0.419421712965709,0.361182501210449
226,0.360189899136825,0.364152522849198,0.129283132513446,-0.349017494208808,-0.179606226824038,-0.262891735601189,0.3647789234574,-0.484164172082563,0.129283132513446,-0.349017494208808,0.360403524729934,0.365795744922596,0.364821974527279,-0.483969349217015,-0.180326981818738,-0.262039665631536,-0.179606226824038,-0.262891735601189,0.364821974527279,-0.483969349217015,0.424123579517241,0.357815897403228,0.047408778870254,-0.280044389483972,0.3647789234574,-0.484164172082563,-0.180326981818738,-0.262039665631536,0.047408778870254,-0.280044389483972,0.423779485346587,0.356533332806551
227,0.3640219567687,0.360803316518036,0.127779684675609,-0.348248377612644,-0.182700286739599,-0.259748259324133,0.361923452257021,-0.486954293043304,0.127779684675609,-0.348248377612644,0.364231286988373,0.36246075564317,0.361974730415844,-0.486763044471349,-0.183410648541806,-0.25888991646342,-0.182700286739599,-0.259748259324133,0.361974730415844,-0.486763044471349,0.42842353513636,0.353118657763581,0.046061880230836,-0.278704513773999,0.361923452257021,-0.486954293043304,-0.183410648541806,-0.25888991646342,0.046061880230836,-0.278704513773999,0.428060181357264,0.35183569994546
228,0.367795807454968,0.357414353172209,0.126273581920257,-0.347464954106151,-0.18573618578552,-0.256573593228081,0.359057111764355,-0.489739470208396,0.126273581920257,-0.347464954106151,0.368001018363136,0.359086236237838,0.359116587502739,-0.489552028576489,-0.186436141832047,-0.255709156856293,-0.18573618578552,-0.256573593228081,0.359116587502739,-0.489552028576489,0.432646206250326,0.348373779508374,0.044715570289827,-0.277342317233196,0.359057111764356,-0.489739470208396,-0.186436141832047,-0.255709156856293,0.044715570289827,-0.277342317233196,0.432263574680537,0.347090727040048
229,0.371511308580638,0.35398651939867,0.124765384592384,-0.346666947559027,-0.188713922679284,-0.253368691662393,0.356179285396929,-0.492519872081723,0.124765384592384,-0.346666947559027,0.371712580525958,0.355673068785487,0.356246924474561,-0.492336470686423,-0.189403463258678,-0.252498339276159,-0.188713922679284,-0.253368691662393,0.356246924474562,-0.492336470686423,0.436791366510777,0.343582376550938,0.043370731013737,-0.275957516474473,0.356179285396929,-0.492519872081723,-0.189403463258678,-0.252498339276159,0.043370731013737,-0.275957516474473,0.436389443220251,0.342299528123965
230,0.37516832228115,0.350520691740604,0.123255653168983,-0.345854102485458,-0.19163350190045,-0.250134497005179,0.353289357932313,-0.495295642233536,0.123255653168983,-0.345854102485458,0.375365839773177,0.352222125281557,0.353365121341486,-0.495116514960968,-0.192312620077272,-0.249258404207256,-0.19163350190045,-0.250134497005179,0.353365121341486,-0.495116514960968,0.440858793534312,0.338745553084833,0.042028243824471,-0.274549857338729,0.353289357932313,-0.495295642233536,-0.192312620077272,-0.249258404207256,0.042028243824471,-0.274549857338729,0.440437568841702,0.337463207488916
231,0.378766715175225,0.347017737137758,0.121744947827603,-0.345026183631693,-0.194494933439524,-0.24687194014299,0.35038671602279,-0.498066899765327,0.121744947827603,-0.345026183631693,0.378960666759971,0.348734268080605,0.350470559951479,-0.497892281029364,-0.195163624980404,-0.245990280633236,-0.194494933439524,-0.24687194014299,0.350470559951479,-0.497892281029364,0.444848268671822,0.333864404208954,0.040688989034718,-0.273119114404825,0.35038671602279,-0.498066899765327,-0.195163624980404,-0.245990280633236,0.040688989034718,-0.273119114404826,0.444407737142542,0.332582860309578
232,0.382306358120185,0.343478513358711,0.120233828034646,-0.344182975569605,-0.197298232571856,-0.243581940939414,0.347470748689021,-0.500833739768367,0.120233828034646,-0.344182975569605,0.382496936257031,0.345210350330719,0.347562624483558,-0.500663864447468,-0.197956495873288,-0.242694886507147,-0.197298232571856,-0.243581940939414,0.347562624483558,-0.500663864447468,0.448759576807054,0.328940016540023,0.039353845305078,-0.271665090507953,0.347470748689021,-0.500833739768367,-0.197956495873288,-0.242694886507147,0.039353845305078,-0.271665090507953,0.448299737252874,0.327659573255829
233,0.385787125988729,0.339903869424795,0.118722852152369,-0.343324282296411,-0.200043419655404,-0.24026540869225,0.344540847793822,-0.503596233775787,0.118722852152369,-0.343324282296411,0.385974526928661,0.341651216399499,0.344640701921208,-0.503431337148438,-0.200691255673272,-0.239373129209943,-0.200043419655404,-0.24026540869225,0.344640701921208,-0.503431337148438,0.452592506183172,0.323973468812138,0.038023689121664,-0.270187616266459,0.344540847793822,-0.503596233775787,-0.200691255673272,-0.239373129209943,0.038023689121664,-0.270187616266459,0.452113361663306,0.322694425091975
234,0.38920889746621,0.336294646025452,0.117212577063644,-0.342449926840664,-0.202730519951264,-0.236923242579011,0.341596408497092,-0.506354430208131,0.117212577063644,-0.342449926840664,0.389393321131326,0.338057702291412,0.341704182507013,-0.506194747886824,-0.203367932132066,-0.236025905997232,-0.202730519951264,-0.236923242579011,0.341704182507013,-0.506194747886824,0.456346848256097,0.318965832463136,0.036699394292947,-0.268686549617134,0.341596408497092,-0.506354430208131,-0.203367932132066,-0.236025905997232,0.036699394292947,-0.268686549617134,0.455848406079753,0.317688487262717
235,0.392571554867463,0.33265167592482,0.115703557813538,-0.341559750874627,-0.205359563465899,-0.233556332090526,0.338636829692912,-0.509108354812348,0.115703557813538,-0.341559750874627,0.392753204731723,0.334430636056298,0.338752460179503,-0.508954122676046,-0.205986557679652,-0.232654104434057,-0.205359563465899,-0.233556332090526,0.338752460179503,-0.508954122676046,0.460022397573499,0.313918172207523,0.035381831464667,-0.267161775358907,0.338636829692912,-0.509108354812349,-0.205986557679652,-0.232654104434057,0.035381831464667,-0.267161775358907,0.459504669303837,0.312642824465635
236,0.395874983972308,0.328975784359398,0.114196347266821,-0.34065361433308,-0.207930584814041,-0.230165557452439,0.33566151442977,-0.511858011094205,0.114196347266821,-0.34065361433308,0.396054066943485,0.330770838188885,0.335784932993187,-0.511709465219233,-0.208547169288844,-0.229258602817502,-0.207930584814041,-0.230165557452439,0.335784932993187,-0.511709465219234,0.463618951678323,0.308831546595794,0.034071867651716,-0.265613204704894,0.33566151442977,-0.511858011094205,-0.208547169288844,-0.229258602817502,0.034071867651715,-0.265613204704894,0.463081953137794,0.307558495209983
237,0.399119073878861,0.325267789426626,0.112691495780571,-0.339731395038593,-0.210443623101286,-0.226751790034434,0.332669870314823,-0.514603380744151,0.112691495780571,-0.339731395038593,0.399295800181647,0.327079122019176,0.332801003522682,-0.514460757333475,-0.211049808359516,-0.225840270586967,-0.210443623101286,-0.226751790034434,0.332801003522682,-0.514460757333476,0.467136311035798,0.303707008559952,0.032770365785906,-0.264040774842678,0.332669870314823,-0.514603380744151,-0.211049808359516,-0.225840270586967,0.032770365785906,-0.264040774842678,0.46658006231282,0.302436552361647
238,0.402303716873824,0.321528502464291,0.111189550891042,-0.338792988333276,-0.212898721825416,-0.223315892747043,0.329661309903068,-0.517344424056692,0.111189550891042,-0.338792988333276,0.402478299934071,0.323356294093584,0.329800079251813,-0.517207959367518,-0.213494520621535,-0.222399968721955,-0.212898721825416,-0.223315892747043,0.329800079251813,-0.517207959367518,0.470574278982916,0.29854560594511,0.031478184278644,-0.262444448502679,0.329661309903068,-0.517344424056692,-0.213494520621535,-0.222399968721955,0.031478184278644,-0.26244444850268,0.469998804439845,0.297278043674107
239,0.40542880831898,0.317758728420653,0.109691057014041,-0.33783830671698,-0.21529592879555,-0.219858720425921,0.326635251072251,-0.520081080343336,0.109691057014041,-0.33783830671698,0.405601464649014,0.319603154546754,0.326781572948504,-0.519951010612995,-0.215881356055502,-0.218938550127261,-0.21529592879555,-0.219858720425921,0.326781572948504,-0.519951010612995,0.473932661699403,0.293348382027036,0.030196176597519,-0.260824213534453,0.326635251072251,-0.520081080343336,-0.215881356055502,-0.218938550127261,0.030196176597519,-0.260824213534453,0.473337989981762,0.292084012305303
240,0.408494246553116,0.313959266215229,0.108196555158067,-0.336867279491912,-0.21763529606823,-0.216381120203479,0.323591117384291,-0.522813268339223,0.108196555158067,-0.336867279491912,0.408665195638107,0.315820497463985,0.323744903026263,-0.522689829709289,-0.218210368830399,-0.215456860005465,-0.217635296068229,-0.21638112020348,0.323744903026263,-0.522689829709289,0.47721126819926,0.288116376015554,0.028925190855922,-0.259180082490715,0.323591117384291,-0.522813268339223,-0.218210368830399,-0.215456860005465,0.028925190855922,-0.259180082490715,0.476597432246184,0.286855497320295
241,0.41149993280867,0.310130909090181,0.106706582649507,-0.335879852413598,-0.219916879899596,-0.212883931867804,0.320528338433972,-0.52554088660355,0.106706582649507,-0.335879852413598,0.411669396994001,0.312009111234215,0.32068949389298,-0.525424315042147,-0.220481617257311,-0.211955736216651,-0.219916879899595,-0.212883931867804,0.32068949389298,-0.525424315042148,0.480409910341972,0.282850623543716,0.027666069414817,-0.257512092218879,0.320528338433972,-0.52554088660355,-0.220481617257311,-0.211955736216651,0.027666069414817,-0.25751209221888,0.479776947397827,0.281593534179642
242,0.414445771142378,0.306274444952273,0.105221672869227,-0.334875987348121,-0.222140740712838,-0.209367988208792,0.317446350185598,-0.528263813913927,0.105221672869227,-0.334875987348121,0.414613975521996,0.308169778893531,0.317614776287776,-0.528154345136189,-0.222695163758393,-0.20843600962528,-0.222140740712838,-0.209367988208792,0.317614776287776,-0.528154345136189,0.483528402862526,0.277552157142694,0.02641964849585,-0.255820303459868,0.317446350185598,-0.528263813913927,-0.222695163758393,-0.20843600962528,0.02641964849585,-0.255820303459868,0.48287635448966,0.276299155213452
243,0.417331668379278,0.302390656705383,0.103742354999911,-0.333855661935529,-0.224306943080127,-0.205834115351455,0.314344595298281,-0.530981909654814,0.103742354999911,-0.333855661935529,0.417498840684979,0.304303278459206,0.314520187606538,-0.530879779041446,-0.224851074850294,-0.204898504434187,-0.224306943080127,-0.205834115351455,0.314520187606538,-0.530879779041446,0.486566563419427,0.272222006702323,0.025186757805028,-0.254104800453937,0.314344595298281,-0.530981909654814,-0.224851074850294,-0.204898504434187,0.025186757805028,-0.254104800453938,0.485895475512018,0.270973390081032
244,0.420157534069423,0.298480322573563,0.10226915378356,-0.332818869259308,-0.226415555718264,-0.202283133076368,0.3112225234405,-0.533695014200212,0.10226915378356,-0.332818869259308,0.420323904561032,0.300410383254238,0.311405172216798,-0.533600456714129,-0.226949421141283,-0.201344038505652,-0.226415555718264,-0.202283133076368,0.311405172216798,-0.533600456714129,0.489524212659909,0.266861199917275,0.023968220166231,-0.252365690553249,0.3112225234405,-0.533695014200212,-0.226949421141283,-0.201344038505652,0.023968220166231,-0.252365690553249,0.488834135458858,0.26561726621612
