frequency,s11_real,s11_imag,s12_real,s12_imag,s13_real,s13_imag,s14_real,s14_imag,s21_real,s21_imag,s22_real,s22_imag,s23_real,s23_imag,s24_real,s24_imag,s31_real,s31_imag,s32_real,s32_imag,s33_real,s33_imag,s34_real,s34_imag,s41_real,s41_imag,s42_real,s42_imag,s43_real,s43_imag,s44_real,s44_imag
70,-0.35818379826105806,0.39214729668786613,0.4200180290632256,-0.16475279688071537,-0.41700373605851093,0.1964996583947862,-0.3486987988017772,0.2808986486914736,0.4200180290632177,-0.1647527968807164,-0.35813212130714933,0.392526921894155,-0.34840705481381085,0.28099053224678244,-0.41702078861544223,0.19669671791565196,-0.4170037360585119,0.1964996583947824,-0.3484070548138071,0.2809905322467777,-0.2900733632199946,0.36085311873809195,0.4569463002310049,-0.20559862524261807,-0.34869879880177895,0.28089864869146824,-0.41702078861543995,0.19669671791564475,0.45694630023100546,-0.20559862524261485,-0.2898866364268973,0.36085033309061926
71,-0.35599969549170823,0.39049433659999877,0.41677277295730775,-0.17311895000393443,-0.4134924980472876,0.20558758224921822,-0.3433371987821121,0.29071357612160786,0.4167727729573021,-0.17311895000393587,-0.35594262073704713,0.3908791397430795,-0.34304040069370845,0.2908009820984829,-0.41350712367831965,0.2057896819576774,-0.4134924980472884,0.2055875822492147,-0.3430404006937048,0.29080098209847893,-0.2876282773945967,0.35755190692855415,0.4535650228674267,-0.2157470470559405,-0.34333719878211355,0.290713576121604,-0.4135071236783183,0.2057896819576716,0.4535650228674253,-0.21574704705593706,-0.2874390871758881,0.3575415705131485
72,-0.3539829803593514,0.3889577338728228,0.4132912786236441,-0.18131981545472514,-0.4097298729126082,0.21450964453325944,-0.33769767447715393,0.3003413283924571,0.4132912786236376,-0.1813198154547258,-0.35392045204906036,0.3893476220809265,-0.33739590824009125,0.30042413126709655,-0.4097418951277554,0.2147167670159228,-0.4097298729126095,0.21450964453325522,-0.3373959082400883,0.3004241312670922,-0.2853865951893594,0.3543475021851018,0.449901104261481,-0.2257492538772174,-0.3376976744771553,0.3003413283924528,-0.40974189512775394,0.21471676701591744,0.44990110426148,-0.22574925387721487,-0.2851952183802083,0.3543294636457363
73,-0.35212410407830774,0.3875423362433017,0.4095833414318168,-0.18934982669913353,-0.40572568173362655,0.22325986987827884,-0.3317900385814045,0.309775484732189,0.40958334143181296,-0.1893498266991338,-0.3520560690923026,0.38793721919948854,-0.3314833921246701,0.3098535611138135,-0.40573492577787,0.22347199063435338,-0.4057256817336281,0.22325986987827606,-0.3314833921246669,0.3098535611138104,-0.2833392701954546,0.3512456784011356,0.44596362573726445,-0.23559861283785294,-0.3317900385814059,0.3097754847321855,-0.40573492577786835,0.22347199063434847,0.44596362573726606,-0.2355986128378514,-0.28314598710199773,0.3512197971768263
74,-0.35041355686223885,0.38625249072060824,0.4056587219450345,-0.19720391558585582,-0.4014897239708879,0.2318327842183191,-0.32562408437945844,0.3190101189185313,0.4056587219450297,-0.19720391558585526,-0.3503399643421682,0.3866522807610382,-0.3253126475616695,0.3190833476122268,-0.40149601702588833,0.23204987189536033,-0.40148972397089044,0.231832784218318,-0.3253126475616676,0.31908334761222507,-0.28147726823617647,0.34825171636036106,0.44176165835626435,-0.24528897672960248,-0.3256240843794595,0.31901011891852865,-0.40149601702588766,0.23204987189535708,0.44176165835626446,-0.24528897672960148,-0.28128236215761504,0.34821786261126864
75,-0.3488418859253382,0.385092060796247,0.40152712790326744,-0.20487749493028273,-0.39703175941704216,0.24022339776740956,-0.31920956780520476,0.32803978207460394,0.40152712790326306,-0.20487749493028257,-0.34876268689771955,0.3854966729709229,-0.31889343235207324,0.3281080441377543,-0.39703493079000807,0.2404454143831015,-0.39703175941704394,0.24022339776740825,-0.3188934323520701,0.3281080441377515,-0.2797915853482862,0.34537042024466,0.4373042448719672,-0.25481466711803713,-0.31920956780520654,0.328039782074602,-0.39703493079000757,0.24044541438309802,0.4373042448719673,-0.2548146671180375,-0.27959534210770365,0.34532847475777817
76,-0.3473997120745805,0.3840644436681417,0.3971981976316742,-0.21236644107910896,-0.3923614915568366,0.24842718799331798,-0.31255619091940057,0.33685948545903566,0.3971981976316717,-0.21236644107910915,-0.3473148590739509,0.3844737957643756,-0.3122354503486554,0.3369226642490955,-0.39236137285977934,0.24865408914485687,-0.3923614915568376,0.2484271879933164,-0.31223545034865335,0.3369226642490934,-0.27827326436793226,0.3426061341526029,0.43260038310034693,-0.2641704574338704,-0.3125561909194009,0.33685948545903455,-0.39236137285977934,0.24865408914485476,0.4326003831003462,-0.2641704574338701,-0.278075971853478,0.3425559882264775
77,-0.3460777449626644,0.3831725874189176,0.3926814848048094,-0.21966707651620404,-0.38748855226516776,0.2564400826460986,-0.3056735867342538,0.34546468330887337,0.3926814848048079,-0.2196670765162039,-0.3459871916583835,0.38358659994817845,-0.30534833627064095,0.3455226645207659,-0.38748497758722006,0.256671817709025,-0.3874885522651687,0.2564400826460975,-0.30534833627063923,0.34552266452076347,-0.2769134101920212,0.33996275856917363,0.42765901063559913,-0.2733515561023618,-0.3056735867342547,0.34546468330887303,-0.38748497758721934,0.2566718177090228,0.4276590106356002,-0.2733515561023634,-0.2767153579102873,0.3399043138774636
78,-0.3448667970696714,0.3824190080952346,0.3879864444986403,-0.2267761525638921,-0.3824224877736328,0.2642584428930769,-0.298571305315485,0.3538512557870107,0.38798644449863645,-0.22677615256389308,-0.3447704978999473,0.3828376042442089,-0.2982416417984373,0.35390392747900074,-0.3824152938485457,0.2644949552115466,-0.38242248777363413,0.2642584428930767,-0.2982416417984356,0.35390392747899907,-0.2757032037842446,0.33744376673422644,0.42248899084212466,-0.2823535897640756,-0.29857130531548537,0.3538512557870101,-0.38241529384854467,0.26449495521154454,0.4224889908421253,-0.2823535897640765,-0.27550468242776716,0.3373769351682512
79,-0.3437577964798399,0.38180580664108343,0.38312242046399925,-0.23369083222758893,-0.3771727458381884,0.27187904660578355,-0.2912588010943977,0.36201549207972017,0.38312242046399797,-0.23369083222758913,-0.34365570629628606,0.38222891218822574,-0.29092482288100546,0.3620627446871273,-0.37716177220861347,0.2721202736763504,-0.37717274583818894,0.2718790466057834,-0.29092482288100385,0.36206274468712646,-0.2746339149932937,0.33505222086336783,0.41709910005544926,-0.29117258663394585,-0.29125880109439783,0.36201549207972017,-0.37716177220861374,0.27212027367635,0.4170991000554491,-0.29117258663394685,-0.27443521602397913,0.33497692435432
80,-0.3427417985179945,0.3813346856436417,0.37809863355685897,-0.24040867322601056,-0.37174866404253937,0.27929907183874875,-0.2837454213246779,0.3699540736842773,0.3780986335568586,-0.24040867322601017,-0.34263387224384134,0.38176222884273237,-0.28340722819041153,0.3699958000208259,-0.37173375322223023,0.2795449454897541,-0.3717486640425393,0.2792990718387487,-0.2834072281904094,0.3699958000208253,-0.27369691424849,0.3327907881808337,0.41149801592686075,-0.2998049600399229,-0.2837454213246777,0.3699540736842774,-0.3717337532222301,0.279544945489754,0.4114980159268621,-0.2998049600399249,-0.27349832949889363,0.3327069585024466
81,-0.3418099963079899,0.38100696585541505,0.3729241712628205,-0.2469276112441443,-0.36615945917422266,0.28651608053503236,-0.276040395620887,0.3776640579215544,0.3729241712628201,-0.2469276112441452,-0.3416961886128789,0.3814388772879022,-0.27569808866042644,0.3777001531685967,-0.3661404568088152,0.2867665271036011,-0.3661594591742232,0.28651608053503314,-0.27569808866042383,0.37770015316859623,-0.27288368319621553,0.33066175672903036,0.40569430684855723,-0.3082474921771001,-0.27604039562088606,0.37766405792155505,-0.366140456808814,0.2867665271036011,0.4056943068485569,-0.3082474921771018,-0.272685504490268,0.3305693352820345
82,-0.34095373031370413,0.380823602461012,0.36760797825520986,-0.2532459434412916,-0.3604142176126317,0.2935280024886709,-0.26815282651803646,0.3851428617038354,0.3676079782552108,-0.25324594344129264,-0.3408339953077899,0.381259814859098,-0.267806508048309,0.3851732233880003,-0.3603909726392953,0.29378294299724095,-0.36041421761263115,0.29352800248867056,-0.2678065080483058,0.38517322338799964,-0.2721858243379465,0.32866705092434634,0.3996964223983931,-0.31649731810847254,-0.2681528265180359,0.38514286170383527,-0.36039097263929454,0.29378294299724084,0.399696422398392,-0.31649731810847415,-0.27198834313273945,0.32856598850407553
83,-0.34016449692070805,0.38078520106127767,0.362158847928301,-0.25936231224218964,-0.35452188667059836,0.3003331195900941,-0.26009168099397506,0.3923882455839134,0.3621588479283017,-0.2593623122421908,-0.3400387878705024,0.38122564910403056,-0.25974145446126695,0.39241277354405224,-0.3544942514764752,0.30059246992423955,-0.35452188667059864,0.3003331195900945,-0.25974145446126523,0.39241277354405235,-0.2715950697286539,0.32680824683297605,0.3935126847455754,-0.3245519100391178,-0.26009168099397495,0.39238824558391416,-0.3544942514764746,0.30059246992423994,0.3935126847455754,-0.3245519100391192,-0.2713985767785435,0.326698503381939
84,-0.3394339561146835,0.3808920333513253,0.3565854148493609,-0.2652756894353464,-0.3484912668334703,0.306930050376763,-0.25186578289869005,0.39939829810776545,0.35658541484936207,-0.26527568943534835,-0.3393022251829113,0.38133665343617024,-0.2515117527914494,0.39941689445227596,-0.3484590974125372,0.30719372146588214,-0.3484912668334697,0.3069300503767632,-0.25151175279144783,0.39941689445227646,-0.2711032887917617,0.3250865871445834,0.3871512809610114,-0.3324090618865852,-0.2518657828986876,0.39939829810776456,-0.3484590974125348,0.30719372146588203,0.3871512809610108,-0.3324090618865885,-0.2709080738359441,0.3249681314917819
85,-0.3387539383104585,0.3811440524724971,0.35089614807540803,-0.270985360599058,-0.3423310048420459,0.31331773490782844,-0.24348380623707988,0.4061714204896193,0.35089614807540886,-0.2709853605990607,-0.3386161363218056,0.38159278246475,-0.24312607800571628,0.40618398954542906,-0.3422941609497438,0.3135856329100447,-0.34233100484204426,0.31331773490782866,-0.24312607800571356,0.40618398954542917,-0.2707024953046301,0.32350299582507025,0.38062025617833684,-0.34006687416672565,-0.24348380623707827,0.4061714204896195,-0.3422941609497432,0.3135856329100455,0.3806202561783356,-0.34006687416672815,-0.2705088467790326,0.3233758054141368
86,-0.33811645038322136,0.38154090802164714,0.3450993452827532,-0.27649090987231917,-0.336049587568003,0.3194954199785168,-0.23495426925407237,0.41270631162521504,0.3450993452827544,-0.27649090987232017,-0.3379725266177497,0.38199368698471287,-0.23459294923880183,0.4127127598797849,-0.3360079328728185,0.31976744647094935,-0.3360495875680017,0.31949541997851766,-0.23459294923879956,0.4127127598797868,-0.270384853606087,0.3220580924329858,0.37392750755405807,-0.34752373921090546,-0.23495426925407065,0.41270631162521526,-0.3360079328728177,0.31976744647095123,0.37392750755405774,-0.3475237392109074,-0.27019305838016144,0.3219221530412173
87,-0.3375136809514099,0.3820819607038935,0.3392031276595888,-0.28179220508489283,-0.32965533663280255,0.3254626446872195,-0.22628552927328643,0.41900195345621427,0.3392031276595902,-0.2817922050848949,-0.3373635829669292,0.38253872861311233,-0.2259207246407712,0.41900218949405604,-0.3296087388637725,0.3257386968624684,-0.3296553366328021,0.3254626446872203,-0.22592072464076954,0.4190021894940575,-0.27014268407524034,0.32075220608686505,0.36708077897755614,-0.354778326727744,-0.2262855292732838,0.4190019534562138,-0.32960873886377023,0.3257386968624694,0.36708077897755576,-0.3547783267277473,-0.2699530272140581,0.3206075115372785
88,-0.3369380049584974,0.38276629661767153,0.333215435514101,-0.28688938325818947,-0.323156403723208,0.3312192263656538,-0.21748577824268583,0.4250575966962705,0.33321543551410265,-0.286889383258192,-0.33678167844308954,0.3832269940606349,-0.21711759693195765,0.42505153113143407,-0.3231047348122459,0.331499197235166,-0.32315640372320686,0.3312192263656549,-0.21711759693195565,0.4250515311314351,-0.26996846792844,0.31958538907358747,0.36008765648395985,-0.3618295697197048,-0.21748577824268356,0.42505759669627036,-0.3231047348122443,0.3314991972351668,0.36008765648395785,-0.3618295697197069,-0.2697812324801925,0.3194319409421778
89,-0.3363819875988996,0.38359274116328274,0.32714402455264696,-0.2917828364860611,-0.3165607665588892,0.33676524688028914,-0.20856303894297368,0.4308727469269893,0.3271440245526495,-0.29178283648606296,-0.33621937625433546,0.3840573090296918,-0.2081915896208624,0.43086029233298867,-0.3165039027767462,0.3370490254849693,-0.31656076655888754,0.33676524688028975,-0.20819158962085996,0.43086029233298895,-0.26985485137916376,0.3185574300898619,0.35295556432524783,-0.3686766507626834,-0.20856303894297162,0.43087274692698974,-0.316503902776745,0.3370490254849702,0.35295556432524605,-0.3686766507626859,-0.26967031818790194,0.3183952374102059
90,-0.33583838763099083,0.3845598725683535,0.3209964627846936,-0.29647319820254037,-0.30987622546958965,0.34210103931115204,-0.19952516181650864,0.4364471510700161,0.32099646278469607,-0.2964731982025431,-0.3356694330875331,0.3850282517324615,-0.19915055384258717,0.4364282219086078,-0.3098140475542155,0.34238851093939004,-0.309876225469589,0.342101039311153,-0.19915055384258354,0.4364282219086095,-0.26979464920317325,0.3176678671113081,0.34569176165707305,-0.3753189886545671,-0.19952516181650654,0.43644715107001675,-0.3098140475542134,0.3423885109393925,0.3456917616570714,-0.3753189886545705,-0.2696130967465331,0.3174969460785144
91,-0.335300160118349,0.3856660350253796,0.3147801280132494,-0.30096132984158014,-0.3031104005413934,0.3472271750123675,-0.19037982237665446,0.4417807842396928,0.314780128013251,-0.30096132984158375,-0.3351248018811589,0.3861381660240172,-0.1900021657774508,0.4417552967898441,-0.3030427938174812,0.3475182214253578,-0.30311040054139354,0.3472271750123677,-0.19000216577744872,0.44175529678984576,-0.2697808477494451,0.3169159998851959,0.3383033398009742,-0.38175622543680365,-0.19037982237665302,0.4417807842396927,-0.30304279381747934,0.34751822142536015,0.3383033398009722,-0.38175622543680643,-0.2696025520006722,0.31673637356131146
92,-0.33476045863827397,0.3869093514384603,0.30850220587149774,-0.3052483078920118,-0.29627072929375997,0.35214445105706466,-0.18113451915953827,0.4468738369790981,0.3085022058714992,-0.30524830789201346,-0.33457863406529365,0.3873851741476659,-0.18075392461165918,0.4468417092673338,-0.29619758378229877,0.3524389507211474,-0.2962707292937598,0.35214445105706554,-0.18075392461165735,0.4468417092673358,-0.2698066074350283,0.31630090204474,0.33079722004374734,-0.38798821379147536,-0.1811345191595367,0.4468738369790983,-0.296197583782297,0.3524389507211498,0.33079722004374446,-0.38798821379147763,-0.26963184174871163,0.3161126000673675
93,-0.33421263699474063,0.3882877357776968,0.3021696883683024,-0.30933541134951276,-0.28936446485072476,0.35685387806796703,-0.17179657218200683,0.4517267028808847,0.30216968836830455,-0.3093354113495153,-0.33402428130559325,0.3887671890909424,-0.1714131510035827,0.45168785461412647,-0.28928567536743194,0.35715170639345667,-0.2893644648507245,0.35685387806797,-0.17141315100358004,0.45168785461412925,-0.2698652647603194,0.31582143284414366,0.32318015193770266,-0.3940150048147342,-0.17179657218200503,0.45172670288088523,-0.2892856753674302,0.3571517063934592,0.3231801519376987,-0.39401500481473634,-0.2696942997807892,0.3156244911401454
94,-0.33365025047112085,0.3897989050412955,0.2957893729071325,-0.31322410956578495,-0.2823986745716435,0.361356668433549,-0.16237312187154346,0.4563399665930104,0.2957893729071347,-0.313224109565787,-0.3334552967863995,0.3902819265520774,-0.1619869860213328,0.4562943190948442,-0.28231414081325623,0.3616576980193808,-0.2823986745716417,0.3613566684335496,-0.1619869860213286,0.45629431909484497,-0.2699503338790432,0.31547624851497835,0.3154587120675497,-0.399836836166293,-0.16237312187154182,0.4563399665930109,-0.28231414081325434,0.36165769801938186,0.3154587120675469,-0.39983683616629495,-0.2697834374704594,0.3152707090208363
95,-0.3330670566561866,0.3914403908264686,0.28936786174475393,-0.3169160504940685,-0.2753802391085845,0.3656542249085778,-0.15287112843562575,0.4607143922083606,0.28936786174475665,-0.3169160504940721,-0.3328654360660817,0.39192691651807204,-0.1524823905189992,0.4606618683595166,-0.2752898657260848,0.36595832579191856,-0.2753802391085842,0.3656542249085794,-0.15248239051899698,0.46066186835951917,-0.2700555077555827,0.3152638132456015,0.30763930325146027,-0.40545412059338676,-0.15287112843562461,0.46071439220836097,-0.27528986572608305,0.36595832579192106,0.30763930325145766,-0.40545412059338953,-0.2698929449525387,0.31504972363589173
96,-0.33245701587518706,0.393209550511535,0.2829115618578013,-0.32041304932887876,-0.2683158518591738,0.36974812959682735,-0.14329737163977047,0.4648509120362434,0.28291156185780325,-0.32041304932888204,-0.33224865753626537,0.3936995144564897,-0.142906144920721,0.464791436219947,-0.26821954851717844,0.3700551695066692,-0.26831585185917367,0.3697481295968278,-0.14290614492071768,0.46479143621994784,-0.27017465894052445,0.31518240978623707,0.29972815414567433,-0.4108674348266933,-0.1432973716397697,0.4648509120362433,-0.2682195485171764,0.3700551695066698,0.29972815414567056,-0.4108674348266938,-0.2700166919178501,0.31495982321157295
97,-0.3318142912561536,0.395103578052433,0.27642668518703195,-0.3237170775369138,-0.2612120187853249,0.373640133312788,-0.13365845096506618,0.4687506157528368,0.2764266851870348,-0.3237170775369166,-0.33159912251479406,0.39559691212408404,-0.13326484938337005,0.4686841138054868,-0.2611097002069719,0.37394997792642026,-0.2612120187853233,0.37364013331278934,-0.13326484938336608,0.46868411380548936,-0.2703018399936107,0.3152301496832627,0.2917313192237199,-0.4160775088447435,-0.1336584509650639,0.4687506157528372,-0.26110970020696883,0.3739499779264226,0.2917313192237173,-0.4160775088447456,-0.27014872805403134,0.3149991245188845
98,-0.33113324845998005,0.3971195143977801,0.2699192492306831,-0.32683025227526974,-0.25407505856985646,0.37733214531847253,-0.1239607861176871,0.47241473992692035,0.26991924923068605,-0.32683025227527435,-0.33091119500079214,0.3976161479961538,-0.12356492431030662,0.47234113909445136,-0.2539666445667224,0.3776446585196624,-0.2540750585698554,0.37733214531847326,-0.12356492431030472,0.47234113909445263,-0.2704312835815641,0.3154049831471371,0.28365467910300135,-0.42108521550266215,-0.12396078611768441,0.47241473992691985,-0.2539666445667196,0.3776446585196642,0.28365467910299624,-0.4210852155026636,-0.27028328315987155,0.3151655827530336
99,-0.3304084551012757,0.399254257527421,0.2633950779599016,-0.3297548261922466,-0.24691110308451453,0.38082622343063977,-0.1142106178642959,0.47584465791650676,0.2633950779599042,-0.32975482619224994,-0.3301794411186334,0.3997541173213532,-0.1138126111901302,0.4757638868165888,-0.24679651857121201,0.38114126756827243,-0.24691110308451314,0.38082622343064054,-0.11381261119012688,0.4757638868165902,-0.2705574022770373,0.31570470855874333,0.2755039411929877,-0.4258915605202982,-0.11421061786429365,0.4758446579165069,-0.24679651857120927,0.3811412675682744,0.27550394119298355,-0.425891560520298,-0.2704147669592236,0.31545700105228425
100,-0.32963467988550876,0.40150457212003315,0.25685980303072437,-0.3324931776054332,-0.23972609814424603,0.38412456449320787,-0.10441400916866814,0.4790418701314065,0.25685980303072686,-0.33249317760543673,-0.3293986282761625,0.40200758180729224,-0.10401397373577531,0.47895385872156154,-0.2396052731375397,0.3844420006390908,-0.23972609814424445,0.384124564493209,-0.10401397373577267,0.4789538587215634,-0.2706747880831256,0.3161269816198925,0.2672846406408456,-0.43049767282435536,-0.10441400916866672,0.4790418701314064,-0.23960527313753832,0.38444200063909273,0.2672846406408431,-0.43049767282435536,-0.27053776863909496,0.3158710396615321
101,-0.32880689148665815,0.40386709885587424,0.2503188652685211,-0.335047801051179,-0.23252580452410268,0.3872294952090144,-0.09457684660636692,0.48200799465623134,0.2503188652685231,-0.3350478010511832,-0.3285637240612863,0.40437317894274294,-0.09417489930084712,0.48191267420778255,-0.23239867412653706,0.38754918341356953,-0.23252580452410082,0.387229495209015,-0.09417489930084443,0.4819126742077835,-0.2707782117067898,0.31666932415386434,0.25900214155169354,-0.43490479523857506,-0.09457684660636509,0.4820079946562311,-0.23239867412653448,0.3875491834135707,0.2590021415516902,-0.43490479523857617,-0.2706470561351708,0.3164052247464837
102,-0.32792025718802326,0.4063383633614237,0.24377751640214612,-0.3374212981990604,-0.22531579921623812,0.3901434633246964,-0.08470484203539827,0.4847447582279252,0.2437775164021473,-0.3374212981990645,-0.32766989489947956,0.406847430962953,-0.08430110055116409,0.48464206130558835,-0.2251823035844135,0.39046526286921757,-0.22531579921623673,0.39014346332469646,-0.08430110055116244,0.4846420613055899,-0.27086262160312913,0.3173291325625156,0.2506616384620498,-0.43911427551559473,-0.08470484203539674,0.48474475822792396,-0.22518230358441205,0.3904652628692187,0.2506616384620464,-0.4391142755155955,-0.2707375751866993,0.31705695686478996
103,-0.3269701413078055,0.40891478480289767,0.23724082102639132,-0.3396163691245415,-0.21810147690591256,0.3928690291619701,-0.07480353450226926,0.4872539875614724,0.23724082102639282,-0.3396163691245447,-0.32671250449374634,0.4094267534647775,-0.07439811737101092,0.4871438480083408,-0.2179615612037326,0.3931927988062119,-0.21810147690591125,0.3928690291619703,-0.07439811737100883,0.48714384800834193,-0.2709231428111174,0.3181036859467728,0.24226815804635388,-0.44312755770382434,-0.07480353450226715,0.48725398756147137,-0.21796156120373072,0.3931927988062134,0.2422681580463501,-0.44312755770382634,-0.2708044481814974,0.3178235191007564
104,-0.3259521034296474,0.41159268413614736,0.23071365877256989,-0.3416358039326889,-0.2108880516464416,0.39540885748832066,-0.06487829236385054,0.4895376010171757,0.23071365877257205,-0.34163580393269166,-0.32568711206722134,0.4121074636788492,-0.06447131898458787,0.48941995394472226,-0.2107416659837531,0.3957344557121831,-0.21088805164643978,0.3954088574883213,-0.06447131898458477,0.4894199539447222,-0.2709550756004471,0.3189901538975521,0.23382656103763008,-0.44694617384236046,-0.0648782923638482,0.4895376010171755,-0.21074166598375105,0.39573445571218413,0.2338265610376279,-0.4469461738423612,-0.27084297281060943,0.3187020848706707
105,-0.32486189645724917,0.4143682920206377,0.22420072666822338,-0.34348247472549426,-0.2036805587142328,0.39776570971977243,-0.0549343156067201,0.49159760060258106,0.22420072666822433,-0.3434824747254978,-0.3245894704275408,0.414885788406233,-0.05452590627440497,0.4914723823852808,-0.20352765807144724,0.39809299495792533,-0.20368055871423235,0.3977657097197733,-0.05452590627440365,0.49147238238528285,-0.2709538939478226,0.31998560396452724,0.225341544344567,-0.45057173597671346,-0.05493431560671863,0.49159760060258045,-0.20352765807144585,0.3980929949579271,0.22534154434456447,-0.45057173597671446,-0.2708486205511239,0.31968972540588586
106,-0.3236954645110299,0.41723775640553395,0.21770654166811254,-0.3451593279051348,-0.1964838566261093,0.3999424364481709,-0.04497663834668153,0.49343606430192233,0.21770654166811448,-0.34515932790513865,-0.3234155238708948,0.4177578716273816,-0.0445669142794366,0.4933032125760449,-0.1963244007655027,0.4002712673165628,-0.19648385662610804,0.39994243644817074,-0.04456691427943453,0.4933032125760456,-0.27091524386005805,0.3210870088102383,0.2168176433483645,-0.4540059284880236,-0.0449766383466802,0.4934360643019218,-0.1963244007655011,0.4002712673165649,0.21681764334836162,-0.45400592848802424,-0.27081703499457077,0.3207834169211979
107,-0.322448940683726,0.4201971497960822,0.2112354433397172,-0.3466693768053167,-0.1893026293021429,0.40194197028522655,-0.03501013149223042,0.4950551387257944,0.2112354433397182,-0.3466693768053195,-0.32216140594292153,0.42071978179120995,-0.034599214856847305,0.49491459239185903,-0.18913658266663338,0.4022722057984778,-0.18930262930214178,0.40194197028522877,-0.0345992148568451,0.4949145923918605,-0.2708349415604226,0.3222912530572639,0.2082592343637744,-0.457250500728233,-0.03501013149222876,0.4950551387257951,-0.18913658266663097,0.40227220579847867,0.20825923436377197,-0.45725050072823403,-0.2707440300372629,0.32198004747606546
108,-0.3211186446708093,0.4232424762086124,0.20479159668747365,-0.34801569464273857,-0.182141388358164,0.4037673190153929,-0.025039505556655406,0.49645703207361297,0.2047915966874752,-0.3480156946427405,-0.320823437072155,0.4237675187925562,-0.024627519492121552,0.4963087313020294,-0.18196871995846464,0.4040988187942005,-0.1821413883581625,0.4037673190153932,-0.024627519492118277,0.49630873130202974,-0.2707089715535224,0.3235951398363688,0.19967053724974576,-0.4603072599535706,-0.025039505556653463,0.4964570320736126,-0.1819687199584628,0.4040988187942006,0.19967053724974299,-0.460307259953573,-0.2706255879481986,0.3232764235364816
109,-0.31970108029069666,0.4263696778226748,0.19837899510099866,-0.3492014077805393,-0.17500447551310871,0.4054215590495023,-0.015069313604495427,0.49764400740131837,0.19837899510100082,-0.34920140778054226,-0.31939812209138163,0.42689702064615137,-0.01465638224336377,0.49748789364070134,-0.17482515880422628,0.40575418351729187,-0.17500447551310838,0.4054215590495042,-0.014656382243361521,0.4974878936407026,-0.27053348458343496,0.3249953970433776,0.1910556181560308,-0.4631780645488154,-0.01506931360449526,0.4976440074013182,-0.17482515880422483,0.40575418351729187,0.1910556181560285,-0.4631780645488152,-0.27045785732903044,0.32466927624526565
110,-0.31819293290869083,0.4295746413388366,0.19200146341342234,-0.35022968929562964,-0.16789606509716312,0.40690782917104223,-0.005103954318886744,0.49861837618674887,0.1920014634134234,-0.35022968929563314,-0.3178821476607526,0.43010416986558553,-0.004690202806397731,0.49845439217441545,-0.1677100778452739,0.40724143973920895,-0.16789606509716215,0.4069078291710425,-0.0046902028063960655,0.4984543921744154,-0.2703047954985819,0.3264886833130003,0.1824183923930275,-0.4658648175344859,-0.00510395431888383,0.49861837618674854,-0.1677100778452707,0.4072414397392092,0.1824183923930245,-0.46586481753448644,-0.2702371509798805,0.3261552674088513
111,-0.3165910667778925,0.4328532040507275,0.1856626610568645,-0.35110375284169554,-0.16082016664754925,0.40822932456682404,0.00485232482282108,0.49938249218503156,0.185662661056867,-0.3511037528416984,-0.31627237960621535,0.4333847995556115,0.005266770311864705,0.4992105819592081,-0.16062749078831934,0.4085637838080375,-0.1608201666475475,0.4082293245668247,0.005266770311866412,0.49921058195920903,-0.27001938103635426,0.3280715937174533,0.17376262741294562,-0.4683694603494712,0.004852324822822912,0.49938249218503183,-0.16062749078831817,0.4085637838080388,0.17376262741294304,-0.4683694603494723,-0.2699599436840469,0.3277309952083843
112,-0.31489252230928266,0.43620115964004175,0.17936608530290665,-0.3518268467996903,-0.15378062757962715,0.4093892911338069,0.014795424276850211,0.4999387455663625,0.17936608530290798,-0.3518268467996942,-0.3145658601855999,0.4367346992263356,0.015210436523443421,0.49975885447967494,-0.1535812490691003,0.40972446294296466,-0.15378062757962555,0.4093892911338068,0.015210436523444337,0.49975885447967505,-0.26967387753963934,0.32974066519800393,0.16509194589123544,-0.47069396690130094,0.014795424276850988,0.49993874556636286,-0.1535812490691006,0.4097244629429662,0.16509194589123397,-0.4706939669013012,-0.2696228699237015,0.32939299964328805
113,-0.31309451328266724,0.4396142637029931,0.17311507457669734,-0.35240224870771114,-0.1467811359216272,0.41039102005377887,0.02472138907536059,0.5002895573285532,0.1731150745766979,-0.35240224870771397,-0.31275980529412684,0.440149620337785,0.025136839803739763,0.5001016320623906,-0.14657504458075843,0.4107267697963217,-0.14678113592162514,0.4103910200537798,0.02513683980374204,0.5001016320623906,-0.2692650786165548,0.33149238173755674,0.15640982889794297,-0.47284033787653307,0.024721389075362254,0.5002895573285532,-0.14657504458075743,0.4107267697963215,0.1564098288979431,-0.47284033787653235,-0.2692227215382206,0.3311377677152411
114,-0.3111944240091534,0.44308823901699856,0.1669128118340727,-0.35283325996206566,-0.13982522310217685,0.41123784262764296,0.03462640539353348,0.500437373976787,0.16691281183407378,-0.3528332599620677,-0.31085160162037373,0.4436252815833838,0.03504216526058726,0.5002413625561759,-0.13961241245616177,0.4115740372750585,-0.1398252231021756,0.4112378426276433,0.03504216526058919,0.5002413625561752,-0.2687899327542681,0.33332317928220756,0.14771961914941148,-0.4748105953037483,0.03462640539353512,0.500437373976787,-0.1396124124561598,0.41157403727505837,0.14771961914940987,-0.474810595303749,-0.2687564453358169,0.3329617383606431
